Unit,,F,f_contrast,Score,f_gj,Score
阻挠,,4,4,0.8086,0,-0.8086
管道,,4,4,0.8086,0,-0.8086
希,,4,4,0.8086,0,-0.8086
部落,,4,4,0.8086,0,-0.8086
伊姆兰,,4,4,0.8086,0,-0.8086
一枚,,4,4,0.8086,0,-0.8086
快餐车,,4,4,0.8086,0,-0.8086
哪,,4,4,0.8086,0,-0.8086
多国部队,,4,4,0.8086,0,-0.8086
相互指责,,4,4,0.8086,0,-0.8086
350,,4,4,0.8086,0,-0.8086
何种,,4,4,0.8086,0,-0.8086
美国财政部,,4,4,0.8086,0,-0.8086
白月节,,4,4,0.8086,0,-0.8086
结合,,4,4,0.8086,0,-0.8086
舞蹈,,4,4,0.8086,0,-0.8086
观众们,,4,4,0.8086,0,-0.8086
青春,,4,4,0.8086,0,-0.8086
梦想,,4,4,0.8086,0,-0.8086
出去,,4,4,0.8086,0,-0.8086
法荷航,,4,4,0.8086,0,-0.8086
集团公司,,4,4,0.8086,0,-0.8086
值得一提的是,,4,4,0.8086,0,-0.8086
荷航,,4,4,0.8086,0,-0.8086
联营,,4,4,0.8086,0,-0.8086
改进,,4,4,0.8086,0,-0.8086
机上,,4,4,0.8086,0,-0.8086
秒,,4,4,0.8086,0,-0.8086
蛇,,4,4,0.8086,0,-0.8086
美元,,4,4,0.8086,0,-0.8086
中美,,4,4,0.8086,0,-0.8086
通信,,4,4,0.8086,0,-0.8086
共赢,,4,4,0.8086,0,-0.8086
美朝,,4,4,0.8086,0,-0.8086
马德高,,4,4,0.8086,0,-0.8086
中华文化,,4,4,0.8086,0,-0.8086
麻州,,4,4,0.8086,0,-0.8086
这句,,4,4,0.8086,0,-0.8086
种子,,4,4,0.8086,0,-0.8086
领取,,4,4,0.8086,0,-0.8086
好奇,,4,4,0.8086,0,-0.8086
登上,,4,4,0.8086,0,-0.8086
改造,,4,4,0.8086,0,-0.8086
慰安妇,,4,4,0.8086,0,-0.8086
兴奋,,4,4,0.8086,0,-0.8086
商会,,4,4,0.8086,0,-0.8086
无论,,4,4,0.8086,0,-0.8086
1987,,4,4,0.8086,0,-0.8086
自行,,4,4,0.8086,0,-0.8086
入围,,4,4,0.8086,0,-0.8086
n,,4,4,0.8086,0,-0.8086
国防,,4,4,0.8086,0,-0.8086
首届,,4,4,0.8086,0,-0.8086
心灵,,4,4,0.8086,0,-0.8086
出面,,4,4,0.8086,0,-0.8086
产量,,4,4,0.8086,0,-0.8086
芭蕾舞剧,,4,4,0.8086,0,-0.8086
娘子军,,4,4,0.8086,0,-0.8086
气象,,4,4,0.8086,0,-0.8086
气温,,4,4,0.8086,0,-0.8086
概率,,4,4,0.8086,0,-0.8086
驾照,,4,4,0.8086,0,-0.8086
自行车,,4,4,0.8086,0,-0.8086
例行,,4,4,0.8086,0,-0.8086
论坛,,4,4,0.8086,0,-0.8086
华氏,,4,4,0.8086,0,-0.8086
零下,,4,4,0.8086,0,-0.8086
宅,,4,4,0.8086,0,-0.8086
跑,,4,4,0.8086,0,-0.8086
拍,,4,4,0.8086,0,-0.8086
女儿,,4,4,0.8086,0,-0.8086
比赛,,4,4,0.8086,0,-0.8086
画,,4,4,0.8086,0,-0.8086
约束力,,4,4,0.8086,0,-0.8086
杰里米,,4,4,0.8086,0,-0.8086
保卫战,,4,4,0.8086,0,-0.8086
祖国,,4,4,0.8086,0,-0.8086
搀扶,,4,4,0.8086,0,-0.8086
狱警,,4,4,0.8086,0,-0.8086
法庭,,4,4,0.8086,0,-0.8086
地方法院,,4,4,0.8086,0,-0.8086
亿韩元,,4,4,0.8086,0,-0.8086
反驳,,4,4,0.8086,0,-0.8086
次,,4,4,0.8086,0,-0.8086
海基,,4,4,0.8086,0,-0.8086
Getty,,4,4,0.8086,0,-0.8086
温莎,,4,4,0.8086,0,-0.8086
孙子,,4,4,0.8086,0,-0.8086
眼睁睁,,4,4,0.8086,0,-0.8086
动情,,4,4,0.8086,0,-0.8086
这架,,4,4,0.8086,0,-0.8086
客户,,4,4,0.8086,0,-0.8086
种族歧视,,4,4,0.8086,0,-0.8086
短片,,4,4,0.8086,0,-0.8086
动画,,4,4,0.8086,0,-0.8086
Q,,4,4,0.8086,0,-0.8086
大鹏,,4,4,0.8086,0,-0.8086
科塔,,4,4,0.8086,0,-0.8086
罗淑丽,,4,4,0.8086,0,-0.8086
收跌,,4,4,0.8086,0,-0.8086
跌幅,,4,4,0.8086,0,-0.8086
迪西,,4,4,0.8086,0,-0.8086
接管,,4,4,0.8086,0,-0.8086
全美,,4,4,0.8086,0,-0.8086
对华,,4,4,0.8086,0,-0.8086
股价,,4,4,0.8086,0,-0.8086
华,,4,4,0.8086,0,-0.8086
炮轰,,4,4,0.8086,0,-0.8086
手指,,4,4,0.8086,0,-0.8086
威力,,4,4,0.8086,0,-0.8086
整座,,4,4,0.8086,0,-0.8086
难以确定,,4,4,0.8086,0,-0.8086
住户,,4,4,0.8086,0,-0.8086
震碎,,4,4,0.8086,0,-0.8086
休斯敦,,4,4,0.8086,0,-0.8086
八年,,4,4,0.8086,0,-0.8086
风度,,4,4,0.8086,0,-0.8086
等候,,4,4,0.8086,0,-0.8086
销毁,,4,4,0.8086,0,-0.8086
该校,,4,4,0.8086,0,-0.8086
联署,,4,4,0.8086,0,-0.8086
张琪,,4,4,0.8086,0,-0.8086
泰王国,,4,4,0.8086,0,-0.8086
所能,,4,4,0.8086,0,-0.8086
送回,,4,4,0.8086,0,-0.8086
死,,4,4,0.8086,0,-0.8086
留有,,4,4,0.8086,0,-0.8086
英国皇家,,4,4,0.8086,0,-0.8086
收藏,,4,4,0.8086,0,-0.8086
克莱顿,,4,4,0.8086,0,-0.8086
卡迪夫,,4,4,0.8086,0,-0.8086
国家博物馆,,4,4,0.8086,0,-0.8086
展出,,4,4,0.8086,0,-0.8086
张敏,,4,4,0.8086,0,-0.8086
周宸,,4,4,0.8086,0,-0.8086
诺瓦克,,4,4,0.8086,0,-0.8086
尼日利亚,,4,4,0.8086,0,-0.8086
反应堆,,4,4,0.8086,0,-0.8086
首脑,,4,4,0.8086,0,-0.8086
兰,,4,4,0.8086,0,-0.8086
马杜罗为,,4,4,0.8086,0,-0.8086
隶属,,4,4,0.8086,0,-0.8086
奏响,,4,4,0.8086,0,-0.8086
乐器,,4,4,0.8086,0,-0.8086
壁画,,4,4,0.8086,0,-0.8086
廖昌永,,4,4,0.8086,0,-0.8086
马世林,,4,4,0.8086,0,-0.8086
悠久,,4,4,0.8086,0,-0.8086
东西方,,4,4,0.8086,0,-0.8086
获得者,,4,4,0.8086,0,-0.8086
合唱团,,4,4,0.8086,0,-0.8086
得主,,4,4,0.8086,0,-0.8086
好好,,4,4,0.8086,0,-0.8086
何欣,,4,4,0.8086,0,-0.8086
厘米,,4,4,0.8086,0,-0.8086
大马士革,,4,4,0.8086,0,-0.8086
中白,,4,4,0.8086,0,-0.8086
富兰克林,,4,4,0.8086,0,-0.8086
勘测,,4,4,0.8086,0,-0.8086
着陆点,,4,4,0.8086,0,-0.8086
阿隆索,,4,4,0.8086,0,-0.8086
该案,,4,4,0.8086,0,-0.8086
双十,,4,4,0.8086,0,-0.8086
火星车,,4,4,0.8086,0,-0.8086
减贫,,4,4,0.8086,0,-0.8086
剩余,,4,4,0.8086,0,-0.8086
草签,,4,4,0.8086,0,-0.8086
有效期,,4,4,0.8086,0,-0.8086
军费,,4,4,0.8086,0,-0.8086
86,,4,4,0.8086,0,-0.8086
吕健,,4,4,0.8086,0,-0.8086
开工,,4,4,0.8086,0,-0.8086
列车,,4,4,0.8086,0,-0.8086
哈希,,4,4,0.8086,0,-0.8086
自治,,4,4,0.8086,0,-0.8086
圆形,,4,4,0.8086,0,-0.8086
审前,,4,4,0.8086,0,-0.8086
长期,,27,20,0.8098,7,-0.8098
预算,,27,20,0.8098,7,-0.8098
升级,,27,20,0.8098,7,-0.8098
境内,,24,18,0.8185,6,-0.8185
死亡,,69,48,0.8278,21,-0.8278
10,,178,119,0.8313,59,-0.8313
下午,,21,16,0.8315,5,-0.8315
可以,,75,52,0.837,23,-0.837
同意,,18,14,0.8512,4,-0.8512
第二,,18,14,0.8512,4,-0.8512
伦敦,,18,14,0.8512,4,-0.8512
认可,,18,14,0.8512,4,-0.8512
海外,,84,58,0.8515,26,-0.8515
300,,8,7,0.8582,1,-0.8582
市民,,8,7,0.8582,1,-0.8582
按,,8,7,0.8582,1,-0.8582
侵犯,,8,7,0.8582,1,-0.8582
装备,,8,7,0.8582,1,-0.8582
助理,,8,7,0.8582,1,-0.8582
女,,8,7,0.8582,1,-0.8582
汇报,,8,7,0.8582,1,-0.8582
场,,8,7,0.8582,1,-0.8582
动作,,8,7,0.8582,1,-0.8582
关键,,8,7,0.8582,1,-0.8582
核心,,8,7,0.8582,1,-0.8582
设计,,8,7,0.8582,1,-0.8582
北部,,8,7,0.8582,1,-0.8582
几年,,8,7,0.8582,1,-0.8582
然后,,8,7,0.8582,1,-0.8582
据称,,8,7,0.8582,1,-0.8582
尽快,,8,7,0.8582,1,-0.8582
中央,,8,7,0.8582,1,-0.8582
文明,,8,7,0.8582,1,-0.8582
真的,,8,7,0.8582,1,-0.8582
大学生,,8,7,0.8582,1,-0.8582
克里斯托弗,,8,7,0.8582,1,-0.8582
管理员,,8,7,0.8582,1,-0.8582
需要,,90,62,0.8617,28,-0.8617
采取,,46,33,0.873,13,-0.873
事件,,52,37,0.8737,15,-0.8737
22,,37,27,0.8792,10,-0.8792
显然,,15,12,0.8814,3,-0.8814
加快,,15,12,0.8814,3,-0.8814
企业,,64,45,0.8818,19,-0.8818
时刻,,28,21,0.9018,7,-0.9018
分别,,28,21,0.9018,7,-0.9018
银行,,28,21,0.9018,7,-0.9018
80,,25,19,0.9161,6,-0.9161
失去,,25,19,0.9161,6,-0.9161
未经,,25,19,0.9161,6,-0.9161
选举,,123,84,0.9206,39,-0.9206
履行,,12,10,0.9303,2,-0.9303
听到,,12,10,0.9303,2,-0.9303
经由,,12,10,0.9303,2,-0.9303
保障,,12,10,0.9303,2,-0.9303
伊核,,12,10,0.9303,2,-0.9303
那里,,12,10,0.9303,2,-0.9303
相,,12,10,0.9303,2,-0.9303
食品,,12,10,0.9303,2,-0.9303
统一,,12,10,0.9303,2,-0.9303
否认,,12,10,0.9303,2,-0.9303
协商,,12,10,0.9303,2,-0.9303
话,,12,10,0.9303,2,-0.9303
设立,,22,17,0.936,5,-0.936
表演,,22,17,0.936,5,-0.936
用,,50,36,0.9457,14,-0.9457
所有,,65,46,0.9463,19,-0.9463
里,,38,28,0.9624,10,-0.9624
发表声明,,19,15,0.9643,4,-0.9643
飞机,,19,15,0.9643,4,-0.9643
月底,,19,15,0.9643,4,-0.9643
而且,,19,15,0.9643,4,-0.9643
这位,,35,26,0.971,9,-0.971
最终,,32,24,0.9824,8,-0.9824
内容,,29,22,0.9975,7,-0.9975
拒绝,,29,22,0.9975,7,-0.9975
约合,,29,22,0.9975,7,-0.9975
省,,29,22,0.9975,7,-0.9975
新,,113,78,1.0005,35,-1.0005
部队,,16,13,1.0059,3,-1.0059
平等,,16,13,1.0059,3,-1.0059
达卡,,5,5,1.0108,0,-1.0108
抢险,,5,5,1.0108,0,-1.0108
险情,,5,5,1.0108,0,-1.0108
修正案,,5,5,1.0108,0,-1.0108
投票表决,,5,5,1.0108,0,-1.0108
洛杉矶,,5,5,1.0108,0,-1.0108
一级,,5,5,1.0108,0,-1.0108
案件,,5,5,1.0108,0,-1.0108
被判,,5,5,1.0108,0,-1.0108
东北部,,5,5,1.0108,0,-1.0108
大片,,5,5,1.0108,0,-1.0108
构成威胁,,5,5,1.0108,0,-1.0108
美国国防部,,5,5,1.0108,0,-1.0108
观察哨,,5,5,1.0108,0,-1.0108
中资,,5,5,1.0108,0,-1.0108
会议厅,,5,5,1.0108,0,-1.0108
致信,,5,5,1.0108,0,-1.0108
我会,,5,5,1.0108,0,-1.0108
警戒,,5,5,1.0108,0,-1.0108
喷发,,5,5,1.0108,0,-1.0108
上空,,5,5,1.0108,0,-1.0108
署,,5,5,1.0108,0,-1.0108
俄总统,,5,5,1.0108,0,-1.0108
俄美,,5,5,1.0108,0,-1.0108
早,,5,5,1.0108,0,-1.0108
战斗,,5,5,1.0108,0,-1.0108
潜力,,5,5,1.0108,0,-1.0108
生意人,,5,5,1.0108,0,-1.0108
此类,,5,5,1.0108,0,-1.0108
回答,,5,5,1.0108,0,-1.0108
批准,,5,5,1.0108,0,-1.0108
防御,,5,5,1.0108,0,-1.0108
枚,,5,5,1.0108,0,-1.0108
病毒,,5,5,1.0108,0,-1.0108
瑞士联邦,,5,5,1.0108,0,-1.0108
委员,,5,5,1.0108,0,-1.0108
桑德斯,,5,5,1.0108,0,-1.0108
看看,,5,5,1.0108,0,-1.0108
基督教民主联盟,,5,5,1.0108,0,-1.0108
全国代表大会,,5,5,1.0108,0,-1.0108
穆罕默德,,5,5,1.0108,0,-1.0108
导演,,5,5,1.0108,0,-1.0108
主办,,5,5,1.0108,0,-1.0108
音乐剧,,5,5,1.0108,0,-1.0108
开幕,,5,5,1.0108,0,-1.0108
角色,,5,5,1.0108,0,-1.0108
足球,,5,5,1.0108,0,-1.0108
事发,,5,5,1.0108,0,-1.0108
环球,,5,5,1.0108,0,-1.0108
队员,,5,5,1.0108,0,-1.0108
核武器,,5,5,1.0108,0,-1.0108
火箭,,5,5,1.0108,0,-1.0108
中情局,,5,5,1.0108,0,-1.0108
开发,,5,5,1.0108,0,-1.0108
航天,,5,5,1.0108,0,-1.0108
下属,,5,5,1.0108,0,-1.0108
进步,,5,5,1.0108,0,-1.0108
空间站,,5,5,1.0108,0,-1.0108
７,,5,5,1.0108,0,-1.0108
太阳能,,5,5,1.0108,0,-1.0108
装载,,5,5,1.0108,0,-1.0108
药品,,5,5,1.0108,0,-1.0108
国务院,,5,5,1.0108,0,-1.0108
美国白宫,,5,5,1.0108,0,-1.0108
拉美,,5,5,1.0108,0,-1.0108
爆炸物,,5,5,1.0108,0,-1.0108
交换,,5,5,1.0108,0,-1.0108
实力,,5,5,1.0108,0,-1.0108
优势,,5,5,1.0108,0,-1.0108
宣言,,5,5,1.0108,0,-1.0108
深切,,5,5,1.0108,0,-1.0108
菲,,5,5,1.0108,0,-1.0108
本土,,5,5,1.0108,0,-1.0108
清剿,,5,5,1.0108,0,-1.0108
邢海明,,5,5,1.0108,0,-1.0108
展览,,5,5,1.0108,0,-1.0108
战略伙伴,,5,5,1.0108,0,-1.0108
推荐,,5,5,1.0108,0,-1.0108
团,,5,5,1.0108,0,-1.0108
秘书室,,5,5,1.0108,0,-1.0108
室长,,5,5,1.0108,0,-1.0108
改组,,5,5,1.0108,0,-1.0108
长官,,5,5,1.0108,0,-1.0108
官,,5,5,1.0108,0,-1.0108
朝鲜半岛,,5,5,1.0108,0,-1.0108
泰方,,5,5,1.0108,0,-1.0108
公斤,,5,5,1.0108,0,-1.0108
参赞,,5,5,1.0108,0,-1.0108
魅力,,5,5,1.0108,0,-1.0108
便利,,5,5,1.0108,0,-1.0108
行,,5,5,1.0108,0,-1.0108
69,,5,5,1.0108,0,-1.0108
万人次,,5,5,1.0108,0,-1.0108
输送,,5,5,1.0108,0,-1.0108
春联,,5,5,1.0108,0,-1.0108
旅游部,,5,5,1.0108,0,-1.0108
飞往,,5,5,1.0108,0,-1.0108
枢纽,,5,5,1.0108,0,-1.0108
总领事馆,,5,5,1.0108,0,-1.0108
日向,,5,5,1.0108,0,-1.0108
极端分子,,5,5,1.0108,0,-1.0108
裔,,5,5,1.0108,0,-1.0108
两年,,5,5,1.0108,0,-1.0108
听证会,,5,5,1.0108,0,-1.0108
积极参与,,5,5,1.0108,0,-1.0108
2011,,5,5,1.0108,0,-1.0108
入账,,5,5,1.0108,0,-1.0108
成绩,,5,5,1.0108,0,-1.0108
动画片,,5,5,1.0108,0,-1.0108
载有,,5,5,1.0108,0,-1.0108
辱华,,5,5,1.0108,0,-1.0108
设计师,,5,5,1.0108,0,-1.0108
斯蒂芬,,5,5,1.0108,0,-1.0108
孙德刚,,5,5,1.0108,0,-1.0108
关键作用,,5,5,1.0108,0,-1.0108
约旦,,5,5,1.0108,0,-1.0108
四年,,5,5,1.0108,0,-1.0108
特雷斯,,5,5,1.0108,0,-1.0108
斯德哥尔摩,,5,5,1.0108,0,-1.0108
主旨,,5,5,1.0108,0,-1.0108
郭小天,,5,5,1.0108,0,-1.0108
博览会,,5,5,1.0108,0,-1.0108
共建,,5,5,1.0108,0,-1.0108
财年,,5,5,1.0108,0,-1.0108
降落,,5,5,1.0108,0,-1.0108
西安,,5,5,1.0108,0,-1.0108
农历,,5,5,1.0108,0,-1.0108
总领馆,,5,5,1.0108,0,-1.0108
美丽,,5,5,1.0108,0,-1.0108
汗,,5,5,1.0108,0,-1.0108
倍,,5,5,1.0108,0,-1.0108
曾多次,,5,5,1.0108,0,-1.0108
弗吉尼亚州,,5,5,1.0108,0,-1.0108
位置,,5,5,1.0108,0,-1.0108
关税,,5,5,1.0108,0,-1.0108
联手,,5,5,1.0108,0,-1.0108
中程,,5,5,1.0108,0,-1.0108
一职,,5,5,1.0108,0,-1.0108
美俄,,5,5,1.0108,0,-1.0108
代表处,,5,5,1.0108,0,-1.0108
不仅仅,,5,5,1.0108,0,-1.0108
无核化,,5,5,1.0108,0,-1.0108
规划,,5,5,1.0108,0,-1.0108
考试,,5,5,1.0108,0,-1.0108
老人,,5,5,1.0108,0,-1.0108
热情,,5,5,1.0108,0,-1.0108
华裔,,5,5,1.0108,0,-1.0108
特拉法加,,5,5,1.0108,0,-1.0108
互鉴,,5,5,1.0108,0,-1.0108
庆典活动,,5,5,1.0108,0,-1.0108
金熊奖,,5,5,1.0108,0,-1.0108
读,,5,5,1.0108,0,-1.0108
刘鹤,,5,5,1.0108,0,-1.0108
澄清,,5,5,1.0108,0,-1.0108
日本共同社,,5,5,1.0108,0,-1.0108
气象厅,,5,5,1.0108,0,-1.0108
碰撞,,5,5,1.0108,0,-1.0108
94,,5,5,1.0108,0,-1.0108
外面,,5,5,1.0108,0,-1.0108
首席代表,,5,5,1.0108,0,-1.0108
判决,,5,5,1.0108,0,-1.0108
罗廖夫,,5,5,1.0108,0,-1.0108
艘,,5,5,1.0108,0,-1.0108
邮报,,5,5,1.0108,0,-1.0108
美媒,,5,5,1.0108,0,-1.0108
认识,,5,5,1.0108,0,-1.0108
施泰因,,5,5,1.0108,0,-1.0108
自由贸易,,5,5,1.0108,0,-1.0108
巴拿马运河,,5,5,1.0108,0,-1.0108
伊万,,5,5,1.0108,0,-1.0108
桥梁,,5,5,1.0108,0,-1.0108
胡安,,5,5,1.0108,0,-1.0108
指数,,5,5,1.0108,0,-1.0108
家族,,5,5,1.0108,0,-1.0108
别国,,5,5,1.0108,0,-1.0108
鹅,,5,5,1.0108,0,-1.0108
文喜,,5,5,1.0108,0,-1.0108
世界各地,,5,5,1.0108,0,-1.0108
这一反,,5,5,1.0108,0,-1.0108
113,,5,5,1.0108,0,-1.0108
戈尔巴乔夫,,5,5,1.0108,0,-1.0108
杰辛达,,5,5,1.0108,0,-1.0108
阿德,,5,5,1.0108,0,-1.0108
Jacinda,,5,5,1.0108,0,-1.0108
Ardern,,5,5,1.0108,0,-1.0108
登记,,5,5,1.0108,0,-1.0108
结婚,,5,5,1.0108,0,-1.0108
这辆,,5,5,1.0108,0,-1.0108
汤普森,,5,5,1.0108,0,-1.0108
农业部,,5,5,1.0108,0,-1.0108
款项,,5,5,1.0108,0,-1.0108
尽,,5,5,1.0108,0,-1.0108
国度,,5,5,1.0108,0,-1.0108
处境,,5,5,1.0108,0,-1.0108
虐待,,5,5,1.0108,0,-1.0108
这张,,5,5,1.0108,0,-1.0108
俄克拉何马,,5,5,1.0108,0,-1.0108
交管,,5,5,1.0108,0,-1.0108
叛徒,,5,5,1.0108,0,-1.0108
亚涅斯,,5,5,1.0108,0,-1.0108
浓缩铀,,5,5,1.0108,0,-1.0108
阳台,,5,5,1.0108,0,-1.0108
不容,,5,5,1.0108,0,-1.0108
歌唱家,,5,5,1.0108,0,-1.0108
演唱,,5,5,1.0108,0,-1.0108
奥中,,5,5,1.0108,0,-1.0108
新春佳节,,5,5,1.0108,0,-1.0108
敦煌石窟,,5,5,1.0108,0,-1.0108
安全壳,,5,5,1.0108,0,-1.0108
装置,,5,5,1.0108,0,-1.0108
来宾,,5,5,1.0108,0,-1.0108
科学家,,5,5,1.0108,0,-1.0108
奥运会,,5,5,1.0108,0,-1.0108
沃森,,5,5,1.0108,0,-1.0108
军力,,5,5,1.0108,0,-1.0108
排行榜,,5,5,1.0108,0,-1.0108
莫迪,,5,5,1.0108,0,-1.0108
盖铁戈,,5,5,1.0108,0,-1.0108
牛肉,,5,5,1.0108,0,-1.0108
经贸合作,,5,5,1.0108,0,-1.0108
9M729,,5,5,1.0108,0,-1.0108
直接对话,,5,5,1.0108,0,-1.0108
板门,,5,5,1.0108,0,-1.0108
县政府,,5,5,1.0108,0,-1.0108
诺瑟姆,,5,5,1.0108,0,-1.0108
建议,,26,20,1.0175,6,-1.0175
存在,,26,20,1.0175,6,-1.0175
掌握,,9,8,1.0177,1,-1.0177
检查,,9,8,1.0177,1,-1.0177
作,,9,8,1.0177,1,-1.0177
留下,,9,8,1.0177,1,-1.0177
额外,,9,8,1.0177,1,-1.0177
方法,,9,8,1.0177,1,-1.0177
来源,,9,8,1.0177,1,-1.0177
队,,9,8,1.0177,1,-1.0177
出口,,9,8,1.0177,1,-1.0177
科,,9,8,1.0177,1,-1.0177
人文,,9,8,1.0177,1,-1.0177
马丁,,9,8,1.0177,1,-1.0177
符合,,9,8,1.0177,1,-1.0177
德国总理,,9,8,1.0177,1,-1.0177
呈现,,9,8,1.0177,1,-1.0177
农产品,,9,8,1.0177,1,-1.0177
威廉,,9,8,1.0177,1,-1.0177
电话,,9,8,1.0177,1,-1.0177
充足,,9,8,1.0177,1,-1.0177
国家元首,,9,8,1.0177,1,-1.0177
巨大损失,,9,8,1.0177,1,-1.0177
奥地利,,9,8,1.0177,1,-1.0177
去,,48,35,1.0253,13,-1.0253
3,,131,90,1.0281,41,-1.0281
一个,,183,124,1.0314,59,-1.0314
点,,23,18,1.0445,5,-1.0445
取得,,23,18,1.0445,5,-1.0445
展开,,23,18,1.0445,5,-1.0445
时间,,155,106,1.0671,49,-1.0671
更好,,13,11,1.0704,2,-1.0704
外交部长,,13,11,1.0704,2,-1.0704
随即,,13,11,1.0704,2,-1.0704
确定,,13,11,1.0704,2,-1.0704
释放,,13,11,1.0704,2,-1.0704
感觉,,13,11,1.0704,2,-1.0704
建造,,13,11,1.0704,2,-1.0704
红色,,13,11,1.0704,2,-1.0704
愿意,,33,25,1.0764,8,-1.0764
之间,,73,52,1.0799,21,-1.0799
用于,,20,16,1.0816,4,-1.0816
多次,,30,23,1.0965,7,-1.0965
2018,,118,82,1.1109,36,-1.1109
至少,,46,34,1.1138,12,-1.1138
经过,,17,14,1.1345,3,-1.1345
外国,,17,14,1.1345,3,-1.1345
即将,,17,14,1.1345,3,-1.1345
每年,,17,14,1.1345,3,-1.1345
联系,,17,14,1.1345,3,-1.1345
平台,,17,14,1.1345,3,-1.1345
修改,,17,14,1.1345,3,-1.1345
上午,,24,19,1.1566,5,-1.1566
多名,,24,19,1.1566,5,-1.1566
和平,,53,39,1.1783,14,-1.1783
得以,,10,9,1.181,1,-1.181
保守党,,10,9,1.181,1,-1.181
前一天,,10,9,1.181,1,-1.181
项,,10,9,1.181,1,-1.181
参议员,,10,9,1.181,1,-1.181
曾经,,10,9,1.181,1,-1.181
基础,,10,9,1.181,1,-1.181
发文,,10,9,1.181,1,-1.181
平民,,10,9,1.181,1,-1.181
贫困,,10,9,1.181,1,-1.181
本次,,10,9,1.181,1,-1.181
受阻,,10,9,1.181,1,-1.181
离开,,10,9,1.181,1,-1.181
防务,,10,9,1.181,1,-1.181
草案,,10,9,1.181,1,-1.181
元首,,10,9,1.181,1,-1.181
日期,,10,9,1.181,1,-1.181
怎么,,10,9,1.181,1,-1.181
坦承,,10,9,1.181,1,-1.181
编译,,10,9,1.181,1,-1.181
儿子,,10,9,1.181,1,-1.181
建设,,31,24,1.1987,7,-1.1987
学生,,31,24,1.1987,7,-1.1987
公司,,47,35,1.1988,12,-1.1988
进程,,47,35,1.1988,12,-1.1988
风险,,21,17,1.2026,4,-1.2026
对抗,,21,17,1.2026,4,-1.2026
执行,,21,17,1.2026,4,-1.2026
火车,,6,6,1.2129,0,-1.2129
定位,,6,6,1.2129,0,-1.2129
物资,,6,6,1.2129,0,-1.2129
市政府,,6,6,1.2129,0,-1.2129
统一党,,6,6,1.2129,0,-1.2129
担保,,6,6,1.2129,0,-1.2129
纪,,6,6,1.2129,0,-1.2129
欣然,,6,6,1.2129,0,-1.2129
被告,,6,6,1.2129,0,-1.2129
奥乔亚,,6,6,1.2129,0,-1.2129
青少年,,6,6,1.2129,0,-1.2129
军,,6,6,1.2129,0,-1.2129
家属,,6,6,1.2129,0,-1.2129
列为,,6,6,1.2129,0,-1.2129
曼比季,,6,6,1.2129,0,-1.2129
教师,,6,6,1.2129,0,-1.2129
处在,,6,6,1.2129,0,-1.2129
喜庆,,6,6,1.2129,0,-1.2129
喀拉,,6,6,1.2129,0,-1.2129
喀托,,6,6,1.2129,0,-1.2129
太平洋,,6,6,1.2129,0,-1.2129
外交官,,6,6,1.2129,0,-1.2129
管控,,6,6,1.2129,0,-1.2129
空基,,6,6,1.2129,0,-1.2129
高超音速,,6,6,1.2129,0,-1.2129
导弹系统,,6,6,1.2129,0,-1.2129
副外长,,6,6,1.2129,0,-1.2129
里亚布,,6,6,1.2129,0,-1.2129
北约,,6,6,1.2129,0,-1.2129
兹,,6,6,1.2129,0,-1.2129
航母,,6,6,1.2129,0,-1.2129
科技,,6,6,1.2129,0,-1.2129
经费,,6,6,1.2129,0,-1.2129
修墙,,6,6,1.2129,0,-1.2129
安全部,,6,6,1.2129,0,-1.2129
国会山,,6,6,1.2129,0,-1.2129
供,,6,6,1.2129,0,-1.2129
党内,,6,6,1.2129,0,-1.2129
这部,,6,6,1.2129,0,-1.2129
华文,,6,6,1.2129,0,-1.2129
届,,6,6,1.2129,0,-1.2129
游戏,,6,6,1.2129,0,-1.2129
喜爱,,6,6,1.2129,0,-1.2129
球员,,6,6,1.2129,0,-1.2129
这家,,6,6,1.2129,0,-1.2129
伤员,,6,6,1.2129,0,-1.2129
震惊,,6,6,1.2129,0,-1.2129
科恩,,6,6,1.2129,0,-1.2129
高层,,6,6,1.2129,0,-1.2129
飞行,,6,6,1.2129,0,-1.2129
卫生部,,6,6,1.2129,0,-1.2129
指明,,6,6,1.2129,0,-1.2129
幕僚,,6,6,1.2129,0,-1.2129
阿拉,,6,6,1.2129,0,-1.2129
管理,,6,6,1.2129,0,-1.2129
托,,6,6,1.2129,0,-1.2129
冰雪,,6,6,1.2129,0,-1.2129
构建,,6,6,1.2129,0,-1.2129
多达,,6,6,1.2129,0,-1.2129
场所,,6,6,1.2129,0,-1.2129
娱乐,,6,6,1.2129,0,-1.2129
绑架,,6,6,1.2129,0,-1.2129
发行,,6,6,1.2129,0,-1.2129
延长,,6,6,1.2129,0,-1.2129
阿拉伯,,6,6,1.2129,0,-1.2129
目的地,,6,6,1.2129,0,-1.2129
游,,6,6,1.2129,0,-1.2129
美食,,6,6,1.2129,0,-1.2129
冠军,,6,6,1.2129,0,-1.2129
执导,,6,6,1.2129,0,-1.2129
排名,,6,6,1.2129,0,-1.2129
半岛,,6,6,1.2129,0,-1.2129
海域,,6,6,1.2129,0,-1.2129
加拉加斯,,6,6,1.2129,0,-1.2129
阿联酋,,6,6,1.2129,0,-1.2129
一道,,6,6,1.2129,0,-1.2129
观察员,,6,6,1.2129,0,-1.2129
